content,score,label
ewww,1,negatif
"apk kikir😏 dikit² iklan gabisa milih lagu yg kita MW (bisa sih, cm baru berapa kali kita milih lagu, setelah nya di Sruh premium), agak kesel y say, Awal download happy bgt, sekarang udh 1 bulan download rasa nya udh mw ak geprek ni apk, dikit² iklan, kikir bgt, di suruh gabung ke premium dlu 😹😹😹😹 (bukan nya gmw bersyukur krna tetep bisa dengerin lagu gratis, tp gimana ya, fitur yg bisa dinikmati dikit bgt, KIKIR, wkwkwkwk😹), perbaiki lagi deh kata gw mah, dan jngn lp, JANGAN KIKIR Hhh😹😹",1,negatif
wareg iklan🤰🏻,2,negatif
bisa denger lagu yang aku suka pokoknya debes banget deh,5,positif
"pdhl jaringannya lancar"" aja buat buka apk lain tp kenapa kalo buat buka spotify gbisa sll ada tulisan jaringn tdk stbl",1,negatif
bagus,5,positif
gatau mau nulis apa. tapi yang penting bagus,5,positif
Kikir banget gilak!!,2,negatif
ok keren untuk temanin tidur,5,positif
balikin duit guaaa,1,negatif
maaf tapi aku gaksuka,1,negatif
pe pe apa pokonya mantep dah kata gua,5,positif
woi lah mau nyetel lagu ga bisa harus premium dulu mana mahal lagi 72rb,5,positif
"menurutku saat di tab itu banyak iklan,beda sama kalau di hp",4,positif
josss,5,positif
terlalu banyak iklan,2,negatif
pilihan mudah dan jelas ga ribet,5,positif
mantap,5,positif
apelikasiya Sagat bagus,5,positif
l like this,5,positif
GAK JELAS APA2 KUDU PREMIUM!!,1,negatif
bagusa banget,5,positif
bagus,5,positif
jelek bener,1,negatif
"bagus, tapi aku ada cari lagu, tapi ga ketemu, judul nya ""where we are"" pls rilis dong, bgs bgt lgu nyaaaa",4,positif
knp skrg iklan nya jd 5? gile bgt kebelet naik haji y biasanya jg 1/2 hm jd males ke spotify,4,positif
IKLAN NYA BANYAK BANGET GASUKA🤬😡😡,1,negatif
kebanyakan iklan jir,1,negatif
dulu aku pake ni aplikasi bgs bgt tapii kenapaa pas mau login /masuk akun google hp aku nge freeze gitu,5,positif
"iklan nya bnyak banget 4 kali malahan, dan ngak bisa putar lagu lain! gw jujur aja karena apa??? sebelumnya dulu ngak kayak gini, dan gw juga dulu sering dengerin lagu Thai,KPop, t-pop, sekarang kok malah ngak bisaaaaa, kikir banget sih min deloper!",1,negatif
good,5,positif
bagus,5,positif
bagus,5,positif
CAKEPPP,5,positif
raindance😋,5,positif
bagus,5,positif
aplikasi yang enak buat dengerin lagu,5,positif
wah semakin kikir masa pilih lagu sendiri udah harus premium,1,negatif
kebelet mau dipremium,1,negatif
enak di dengar,5,positif
💯,5,positif
uninstall aja udah ga bisa digunain disuruh premium,1,negatif
"makin sini makin kikir, iklannya 4x apacona😡",1,negatif
setia menemani ketika butuh support,5,positif
bagus,5,positif
dengan pengalaman baik,5,positif
mantep banget,3,netral
bagusss bangettt,5,positif
ok. bagus. semoga lancar trus.,5,positif
"Aplikasi nya jelek bgt,milih lagu sendiri harus bayar premium dlu,klo mau lihat lagu selanjutnya jga harus bayar, gk ngotak bgt sumpah gk jelas,dlu suka bgt spotify, sekarang nggk mahu ku uninstall, gk bagus bgt masa harus denger yg di pilihin, kan kita mau denger lagu yg kita mau denger, gk jelas bgt nib spotify sekrang, kebanyakan premium, gk jelas gj bagus, buruk,lebih mendingan joox dri pada ini, cih",1,negatif
"bagus banget:) kualitas lagunya bagus banget! lyrics juga ada, walaupun beberapa yg gak ada (dikit sih...) dan kadang sering iklan 4 kali. tolong di kurangi ya! ^^",5,positif
banyak lagu nya and bagus bagus,5,positif
enak didengar untuk bekerja,5,positif
"apk haram, banyak iklan",1,negatif
"—50.000/10 •kebanyakan iklan •premium kebanyakan •money hunger & greedy company •mempaksa semua orang yg tidak pakai premium harus memakai premium tetapi aku gak ada uang karena terlalu mahal. •semuanya di bayar, tidak ada yang gratis •orang² yg lagi santai langsung stress •dikit² bukannya isi aplikasi premium eh malah di play store aplikasi di bayar lagi🥀💔",1,negatif
pokok nya debes deh,5,positif
terbaik,5,positif
kadang kadang kalo mau mencet lagu ada aja tulisan harus premium semua lagu udah ku pencet tapi iklannya muncul terus jadi gak seru,1,negatif
𝘴𝘰𝘢𝘭𝘯𝘺𝘢 𝘴𝘢𝘺𝘢 𝘴𝘶𝘬𝘢 𝘥𝘦𝘯𝘨𝘦𝘳𝘪𝘯 𝘭𝘢𝘨𝘶,4,positif
bagus banget,5,positif
"ini baguss bangett sii apknya,apalagi kalo lagi ngerjain aktivitass seharii""",5,positif
"masa baru dengar berapa lagu, langsung di suru premium",1,negatif
tolong iklannya jgn terlalu banyak yah spot,4,positif
enak bgt,5,positif
"saya lagi enak dengerin lagu tapi di pilihin karena ada batasannya, dasar pelit. terus durasi iklannya gak ngotak, gak ada tombol skip iklan. gak work it",1,negatif
ini apk mau nya apasi ngntd jaringan aman wifi kenceng tapi di dalam apk periksa jaringan najis apk pembodohan,1,negatif
baguss banget 🥰🥰,5,positif
iklanya banyak bet jir,4,positif
"apalah, dikit dikit harus premium, mau dengerin musik aja harus premium. Mending pake youtube music dari pada pakai aplikasi yang dikit dikit harus premium",1,negatif
"iklan banyak amat jangan maksa buat premium lah,sewajarnya aja kalau ngasih iklan, butuh uang banget yak...",1,negatif
akuu sangat suka aplikasi ini tapi banyak iklan yahh cokkkk 😑,5,positif
aku sangat suka sama aplikasi mosik satu ini jarang ada iklan jadi pas mau lagi menggambar jadi nyaman,5,positif
banyak Iklan nyaa,1,negatif
"gk recommended bnget, iklannya trlalu bnyak",1,negatif
makan nih premium,1,negatif
enak nyaman banget bisa musikan sambil mandi juga tapi iklannya nambah drastis,4,positif
seru,5,positif
sangat bagus sekali,5,positif
aplikasi ini pelit kuburan sempit sampe mati,1,negatif
aplikasi nya bagus tapi berbayar,4,positif
kekurangannya adalah banyak sekali iklan kalau tidak beli premium lebih dari 3 dan 4 dan durasinya sangat lama kalau bisa di kurangi jumlahnya menjadi 1 iklan dan durasinya menjadi 1 detik dan juga jangan terlalu di batasi untuk memutar lagunya kalau bisa sama seperti beli premium bebas iklan dan bebas putar semua lagu untuk yg lainnya sudah mantap dan bagus lagu lagu semua genre ada di aplikasi ini juga ukuran aplikasinya kalau di perbarui di update jangan membesar kalau bisa 100 MB kebawah,5,positif
bagus banget musiknya dan suaranya,5,positif
"Aplikasi banyak iklannya, premium mahal gak ngotak, gak sepadan sama yang dibayaranya, lagunya ada yang gak bisa dicari dan BOIKOTTTTTT",1,negatif
1 Musik 1 Iklannn,1,negatif
bagus meski ada kiakjya,5,positif
mau naik haji lu apa² di premiumin,1,negatif
jelek masa ganti lagu haruss premium loh ya harus lagu acak gitu ampasss,1,negatif
aku suka bgt lagunya,5,positif
sangat bagus sekali,5,positif
aemua lagu nya bagus dan lengkap sukaaa,5,positif
Bagus👍Tingkatkan Lagi,5,positif
tolonglah iklannya ga ngotak bgt mana gabisa milih lagu pelit bgt dah,3,netral
enjoyable,5,positif
apalah mau login terjadi kesalahan dan coba lagi terus. Padahal jelas-jelas akun sy sudah terdaftar.,2,negatif
"apa apaan ini, dulu denger lagu cuma iklan nya sebentar it's okay, lama lama semua nya aja premium, iklan udah makin lama, terus gak bisa atur durasi lagu itu juga masih gak papa asal bisa denger lagu sesuai yang diinginkan, masalahnya ini sekarang mau denger lagu yang kita ingin kan aja premium, aplikasi babi kayak gini maunya premium, kenapa gak sekalian premium aja downloadnya, pemaksaan banget ini aplikasi terpaksa banget dulu aplikasi ini gua suka sekarang kubenci, FIX HAPUS AJA GUYS",1,negatif
aplikasinya baguss,5,positif
"untuk aplikasi ini menurut ku cukup bagus sih,lagunya ada semua,yah lumayan bagus lah",3,netral
aplikasi kikir,1,negatif
banyak lagu yang enak di dengar tapi ada batasan lagu nya🙏,5,positif
app ini sangat membantu saya dalam mendengarkan musik,4,positif
"aku pengguna lama spotify, tapi makin lama spotify makin ngeselin. iklan smpe 4x dengan durasi panjang, isi iklannya buat premiumin doang lagi. kesannya bener bener maksa buat suruh langganan, dulu bisa pilih lagu yg mau didenger, skrg mau gamau harus denger music yg diplay. jujur untuk kelengkapan music itu mmg udah lengkap bgt. tapi kalo isinya dengerin iklan terus di telinga gaenak, jd ga enjoy dengerin lgu",2,negatif
sangat bagus,5,positif
saya sangat suka banyak lagu yang bisa di dengar kann,5,positif
lagu nya seru,5,positif
bisa didengar kemana aja,5,positif
"aku udh lama pke spotify tpi lama kelamaan iklan ny ga masuk akal bgt, baru stel 1 lagu udh di serbu 4 iklan",3,netral
bagus banget,5,positif
bagus,4,positif
iklan trs.,3,netral
bagus bgt no debat,5,positif
jos jip aplikasinya,5,positif
bangussss polll,5,positif
mantappppo,5,positif
bagus tapi pls jangan ada iklan,5,positif
bestt app for music,5,positif
bagus,5,positif
"iklan terus ya, habis play 1 lagu iklannya 4 gelo",1,negatif
ini sangat bagus saya suka,5,positif
"kikir.. iklan jadi 4 buat apa,, maksa banget buat beli premium semakin lama semakin kikir ya",2,negatif
aplikasi yang bagus,5,positif
lumayan seru da asyiiik,4,positif
sangat senang,5,positif
sukaaa bgttt,5,positif
Mantap... Perjalanan menjadi menyenangkan,5,positif
biasa aj,4,positif
"pelit, banyak iklan, iklannya cringe semua",1,negatif
aku suka aplikasi ini dan lagunya,5,positif
the best 👍😎,5,positif
"ini aplikasi pelit betul,1 lagu 2 iklan makanya aku hapus....tak guna...",1,negatif
nice,5,positif
bnyk bgt iklannya ampe 4 kali trs lama bgt lagi durasi iklannya,1,negatif
oke,4,positif
aplikasi yang sangat bagus,5,positif
kalo bisa sih kasih VIP gratis seminggu,4,positif
ok,5,positif
apa lgi tanpa iklan lebih rame spotifi nya,5,positif
sangat bagus,5,positif
"sebenernya spotipai di boikot, tapi aku gabisa hidup tanpa spotipai.... 😥😥😥😥. gada pengganti apk musik yg lebih baik dari kamuu..... kamu ngecewain, tapi aku sayang kamu... jdi aku kasih bintang 3, kalo nanti kamu udah berubah aku janji aku kasih bintang 5.",3,netral
bagus,5,positif
"kebanyakan iklan,mending Hp waktu jaman bisa download nyimpen lagu pakai memori,",2,negatif
nice,5,positif
BAGUS. itu ajah sih😘,5,positif
"Ini udah bagus sih iklannya gpp lah kalau saya 2•3 iklan masih oke.....TAPI PLEASE BEBASIN KITA BUAT PILIH LAGU NYA😭😭🙏🙏🙏 JANGAN DIBATASIN DONGG BUAT KAYAK SKIP LAGU, MILIH LAGU LAIN ATAU PLAYLIST LAIN😭😭🙏 MAAF KALAU ADA SALAH KATA SEKIAN SEMOGA DIBACA DEVLP😊🙏😊",3,netral
👍,5,positif
bagus banget,5,positif
BAGOS,5,positif
terlalu banyak iklan,2,negatif
Musikk Yang Komplit Dengan Artisnya,5,positif
"tidak bagus lagi, dikit"" iklan dikit"" iklan ,ini kita dengerin iklan dari pada dengerin lagu 👎👎",1,negatif
lagunya enak aku suka,5,positif
seru aja sihh enak bisa denger lagu,5,positif
mantap,5,positif
Milih lagu harus premium pula👎,1,negatif
"iklannya ga ngotak, harga premnya juga",5,positif
baguss,4,positif
"Kenapa makin lama kok iklannya jadi makin panjang? dulu cuma 10 sampai 30 detik tapi kini udah 1 menit sampai 1menit 30 detik. maruk kali minta premium nya, tolong kurangilah iklannya, mana kadang iklan muncul tiap 1 lagu kan kurang ajar.",1,negatif
banyak iklannya jadi tidak puas denger lagu masa 1 lagu 4 iklan konyol,1,negatif
"aplikasi yang membantu, dan gampang digunakan",5,positif
banyak iklanya,3,netral
akun gua kenapa ada yang dngar selain gua aneh bet ajg,1,negatif
yang bener aja gw gak bisa buka ap nya,1,negatif
well,5,positif
"bguss,tpi iklanya dikitin",5,positif
"developer terlalu kikir dikit² iklan bentar-bentar disuruh premium banyak Bett iklan nya lau mau naik haji ape gimane sih? iklan dibanyakin Mulu, terus di saranin premium Mulu Ampe bosen tuh gua dengerinnya. saran mahh kurang-kurangin lah iklannya.",1,negatif
kurang,1,negatif
bagus jarang iklan tapi gtw ntar iklan apa ngga soalnya baru download trus bisa dengerin tapi keluar aplikasi sama pas hp nya di matiin masi tetap bisa denger lagu,5,positif
kebanyakan iklan,1,negatif
enak di dengar,5,positif
terima kasih sudah di baca,5,positif
bagusss,5,positif
gua suka ni apk sejujurnya tapi ni apk kikir bet njir masa iklan nya nambah mana rekomendasi lagu ny jelek jelek lagi gaa suka.,2,negatif
Nice,4,positif
baru mencoba dan saya menikmatinya,5,positif
"kok dibatesin sih dengerin lagunya?? terus iklan nya makin ga masuk akal masa jadi 10 iklan, ga inget lu kalau gue yg temenin lu dari jaman merintis, kocak",1,negatif
"monyet sia Spotify miskin, cenah ridho",1,negatif
mantap pokoknya,5,positif
"Pengucapan pekerja lu banyak tidak baku ""Beberes"" Kalo di KBBI yang benar ""Beres-beres"" Geli gua dengar setiap ada iklan memakai kata kata itu",2,negatif
sangat bagus,5,positif
asikblagunya,5,positif
"udah kebanyakan kikir sekarang apa"" harus bayar bete😑😒",3,netral
"kebanyakan iklan, baru putar 2 music udah muncul aja noh 5 iklan NGESELIN!!!!",2,negatif
"kebanyakan iklan baru 1-2 lagu iklan 3 kali, mau haji loh spotify, mentang mentang udah banyak pengguna, iklan ga kira kira.",1,negatif
bagus,5,positif
iklanya kebanyakan woi,1,negatif
enak tapi pas lagi dengerin tiba¹ ada iklan,4,positif
bagus,5,positif
ya barar hapus pls free semuan,5,positif
"kenapa gw play di laptop tapi pas gw kecilin volume hp malah spotify yg di laptop ngecil, padahal udah di setel di perangkat laptopnya, perbaikin dong bugnya",3,netral
IKLANNYA KURANG BANYAK,2,negatif
bagus banget,5,positif
bagus,5,positif
udah lah go USA Ada seponsornya udalah disuru premium lo Kira kita banyak duit,1,negatif
bagaimana nih gua mau ngerjain pr kok tiba-tiba di batasi duh ini niat bikin apk apa gak sih admin nya,1,negatif
pengguna gratis terlalu banyak iklan dan durasi iklannya melebihi 1 menit sangat tidak enak,1,negatif
"iklan nya gamsuk akal , iklan terus menerus",1,negatif
baguss bangettt,5,positif
aplikasi pemaksaan kalau tidak premium masa tida boleh milih lagu dasar apk miskin sistem pemaksan jelekk👎🏻👎🏻👎🏻,1,negatif
"pokonya permasalahannya di iklannya, tolong bgt yaa",2,negatif
lagunya gk bisa di ulang🗿😭🙏🏽,4,positif
enakk bangett musikkk nyaa asliiii gaaa booonggg,5,positif
all is good 👍,5,positif
terlalu banyak iklan terlalu memaksa untuk langganan premium lagu yang di putar 2 kali tapi iklan 4 kali yg muncul,1,negatif
"suka si sama apk ini tapi lama"" di suruh ke premium jadi kaya gimana gitu ga suka aja, tapi gpp ko meski suka di suruh ke premium tapi aku masi tetep suka sama spotify 💕",3,netral
bagus dan saat gabut,4,positif
kebanyakan iklan,1,negatif
karna sesuai dengan yang saya mau,5,positif
bagus,5,positif
"kikir, aplikasi mulai mengambil keuntungan secara berlebihan dan membuat user experience tidak nyaman sehingga secata tidak langsung memaksa untuk langganan premium",2,negatif
"apknya terlalu buruk,ketika memutarkan lagu baru mendengarkan 2/3 lagu mendapatkan iklan sampai 4× iklan",1,negatif
menyukainya,5,positif
oke lah 👌,5,positif
"2 musik 5 iklan,gelo gelo",1,negatif
dulu di awal menggunakan Spotify ada premium mingguan tapi sekarang harus yg 3 bulan. sedih sih karena fitur yg biasanya tidak lagi tersedia. tapi sejauh ini Spotify memberikan kemudahan untuk menemani diri ini.,4,positif
i don't like your style,1,negatif
untuk spotify sudah bagus mungkin kalo lebih bagus lagi iklanya jangan banyak banyak ya 😅,4,positif
bentar bentar iklan,3,netral
sangat bagus buat hal hal lain atau lagi main sambil denger lagu,5,positif
"aplikasi kikir, kebanyakan iklan",1,negatif
"semakin ke sini semakin sering muncul iklan dan setiap mau ganti lagu suka limit padahal baru beberapa kali cari lagu sama iklan nya juga selalu hampir 5 menitan, kurang suka sama Spotify sekarang",1,negatif
banyak iklan,1,negatif
enak lagu nyaaa,5,positif
"Saya sudah membatalkan langganan sebelum tanggal penagihan, namun tetap dikenakan biaya. Saya tidak menggunakan layanan setelah pembatalan. Mohon pengembalian dana",1,negatif
KLO bisa kasih music offline nya dong min 😁hehe,4,positif
bagus banget 🙂,5,positif
Sistem yang jalan sekarang amat serakah sekali. Memaksa pengguna harus premium terkadang iklan bisa sampai 4 kali. Aku pikir akan menyudahi ini dengan aplikasi lain yg lebih masuk akal terimakasih telah menemani sejak 2016. Goodbye,1,negatif
bagus 👍,5,positif
bagusss bangeTT!! >_<,5,positif
APLIKASI SERAKAH DIPAKSA PREMIUM,1,negatif
Ternyata apl ini kena boikot 👎🏻,1,negatif
"ini habis stop langganan premium Spotify kok ga bisa muter lagu sama sekali kalau mau setel lagu ada tanda ""kamu menemukan fitur premium"" marukkkkkkkk......!!!! tolong ini apk atau pemerasan harus banget premium gitu?",1,negatif
quite good,4,positif
"apk kikir dasar pelit, masa makin kesini kek di paksa pake premium, mau denger musik yang yang mau di puter aka harus premium kalo ga di puterin musik random, stres lama lama apk kikir",1,negatif
yg bilang apk nya banyak iklan tuh ya namanya promosi guysss ini juga apk nya bagussss lengkap lagu lagunyaaa kalo lgi gambar ngerjain pr larinya kesini,5,positif
bagus,5,positif
enak musiknya,5,positif
banyak iklan ih,1,negatif
musik nya enak semuah,5,positif
"makin kesini banyak fitur hilang, jelek bintang 0",1,negatif
ini enak kalo lagi galau,5,positif
sangat baik,5,positif
lagunyaa baguss' terusss bisaa dipakaii buat game/dengerinn sambil belajarrr cocokk dehh pokonyyaa 😻💗,5,positif
kikir banyak iklannya,1,negatif
bagus banget 🤩,5,positif
enak buat main dan seru jadi main bosen,4,positif
sanagt seru karena ada banyak lagu,5,positif
ok,5,positif
so perfect,5,positif
"akuu sukaaa bangettt dehh, jadi hidup ga sepi sepi amat kalo ada Spotify loveee loveee, normalisasikan jangan langsung kritik di publik pikir baik baik dulu baru di rating",5,positif
bagus,4,positif
IKLANNYA TOLONG DIKURANGIN DONG,1,negatif
lumayan,4,positif
what 4 iklan hadeh,1,negatif
"kok engga bisa milih lagu lagi sih, masa milih lagu doang harus premium . . .",2,negatif
bagus,5,positif
Karena berbayar,4,positif
kikir,1,negatif
sangat bagus lagunya,5,positif
terlalu banyak iklan,5,positif
seru banget sama lagu nya enak enak semua kalo penasaran donlot aja gih,5,positif
"sebenarnya ini aplikasi bagus tapi, apk kikir maksa premium",2,negatif
"kikir bgt apk kikir niru capcut , kikir 😹😹😹",1,negatif
lumayan menarik apabila tidak ada iklan ki udah ku beri bintang 5,4,positif
apalah anjir udah kebanyakan iklan terus kalau masuk app lama -0 sih njir udah 1 jam masih aja gak bisa kebuka app nya🙄,1,negatif
"awal nya bagus lancar,70 persen oke tuk isi didalam nya besok harinya gw buka ga bisa selalu eror koneksi padahal kota ga pernah habis intrnetan ini itu lancar jaya gw udah donlod lagu kesukaan di dalam nya untuk bisa gw dengerin di jalan atau di mobil ternyata masih ga bisa pas bisa di buka kembali ke stelan awal bener sumpah ini aplikasi yang sangat kecewa dlm hidup gw pribadi ini hnya share ke kalian semua yng baca jangan donlod aplikasi ini cukup gw aja yg rasain itu saja terima kasih",1,negatif
sangat cocok untuk mu,5,positif
luar biasa,5,positif
memuaskan,5,positif
apk yg bagus,5,positif
sangat wort it,5,positif
aplikasi bagus ni tapi kalo gamau iklan atau putar acak harus premium:),5,positif
"Bagus banget sumpah, jadi lebih gampang kalau mau ngidupin lagu.",5,positif
"GA HARUS PREMIUM Y ANJINGG,YOUTUBE YG LEBIH SUKSES AJA GA MAKSA KAYA LU,HARUS INI HARUS ITU IKLAN SAMPE 6 LIAT TUHH YOUTUBE PALING DIKIT 3 INI APK GW PILIH KARNA SIMPLE JANGAN BANYAK MAU DEHH",1,negatif
buat ngepel enak dengerin laguu,5,positif
"baru satu/ dua musik langsung iklan, mana iklan nya ad 4/5",2,negatif
enak,5,positif
boikot anj,1,negatif
Mantap,5,positif
good,5,positif
"mantuuuulllll,lengkap banget",5,positif
kikir,1,negatif
bagus aja,4,positif
best music ever,5,positif
ok,5,positif
bagus lagu2 update,5,positif
so much fun,5,positif
wow,5,positif
COCOK BUAT AKU YG INTROVERT,5,positif
"mantep, iklannya bnyk bet kyk orang kebelet naek haji, didiemin malah nympe 5 skrng, gabakal prem gw, ntr gw merasa kalah klo prem",5,positif
"Iklan terlalu banyak, kalau 1 atau 2 masih bisa dimaklumi ini dikasih 5 sekaligus, plis kurangi lagi iklannya:(((",1,negatif
bagus sih... tapi iklannya jangan dibanyakin ya! semoga bisa membantu.,5,positif
"nih apk plg kocak sih, bener apkny gratis tp lama-kelamaan pengguna(user) di paksa untuk berlangganan, kek contoh iklan yg makin sering di setiap lagu, ada limit dengerin lagu yg kita inginkan, dan parah ny lagi byk yg bilng nih apk ""pro Israel"" auto boikot sih, udah apk makin lama makin tamak, kalo kalian pgn apk yg bebas iklan bisa pake ""metrolist"", gua udah lama hapus spotify, dan milih untuk pindah apk yg lebih sehat dan ga ada pemaksaan untuk berlangganan, ga kayak apk ini wkwkk",1,negatif
lagu kesukaan gw di hapus seenaknya😭,1,negatif
bagus,5,positif
bagus,5,positif
bagusssssssss sekaliiii ini,5,positif
aplikasi kikir udh bagus 2 iklan malah di tambah jadi 4 cuihhh,1,negatif
music terlengkap,5,positif
aplikasiiii pelitttttttt anjj,1,negatif
makin kesini makin banyak iklan.,1,negatif
"Aplikasi yang bagus, saya menggunakannya saat bekerja/mengerjakan tugas/dan lain-lain, fitur nya yang masih bisa diputar saat keluar aplikasi sangatlah bagus, tetapi ada beberapa lagu yang tidak bisa saya temukan diaplikasi ini.",4,positif
ok,5,positif
kenapa kita gabisa pake lyrics lagi kalo spotify free?,2,negatif
suara nya mantaps..,5,positif
too much ads..and it's really annoying.,1,negatif
tidak bisa ganti lagu sesuka hati,1,negatif
bagus.,5,positif
kecewa,1,negatif
"laperrr, kebanyakan iklan jing udah lagu ga bisa dipilih celeng",1,negatif
mantap,5,positif
baguss bethh,5,positif
"saya lebih memilih YouTube dari pada Spotify, iklan nya banyak seperti memaksa pemakai untuk membuka Spotify premium, ranting 1 ketidak puasan",1,negatif
"banyak iklan!minimal 2 kek iklannya,kebelet hajiii",1,negatif
Bgus bngt suka bngt Ama lagunya,5,positif
iniii baguss bangettt pokoknyaaa,5,positif
terima kasih,5,positif
good,5,positif
"bagus, praktis",5,positif
"Aplikasinya udah bagus tapi mungkin untuk harga premium perbulannya bisa lebih disesuaikan lagi sama mungkin kebanyakan pelajar, yang belum berpenghasilan tetap agar harganya sedikit lebih murah dari sebelumnya. Untuk over all sudah baik dan tetap kasih kenyamanan untuk pengguna aplikasi Spotify, terima kasih!",5,positif
"BAGUS BENER DAH NI TAPI IKLAN NYA LUMAYAN BANYAK JADI SAYA SARAN KAN SUPAYA LEBIH SEDIKIT IKLAN DI APLIKASINYA, TAPI UDAH BAGUS BANGET APLIKASINYA JADI SAÝA KASIH BINTANG 5",5,positif
"Pilihan musik terbaik, banyak bervariasi tidak membosankan dan sesuai mood.",5,positif
saya beli akun premium untuk 3 bulan tetai belum ada 1 bulan kok premiumnya hilang. Mohon penjelasannya,1,negatif
"Oke bangeedd.,",5,positif
bagus,5,positif
joss dah,5,positif
"maksa banget ini Spotify suruh saya beli yg premium aneh aneh jangan maksa tu iklan nya banyak lagi, suruh saya beli yg premium",1,negatif
👍👍👍👍👍,5,positif
enak bagus,5,positif
bagus,5,positif
good,5,positif
aplikasinya sangat bagus,5,positif
sangat menghibur saat istirahat dan menemani aktifitas yang melelahkan sehari hari,5,positif
musiknya banyak dan lengkap disertai lirik pas banget buat karoekean,5,positif
banyak iklan,1,negatif
"spotify tu sebenarnya bagus banget tau😭😭, cuman bapak saya hapus, waktu saya lagi download lagu tiba tiba kata bapak saya HP nya ngeleg kalau msuk di aplikasi lain seperti Facebook data nya nggak bisa di matiin padahal pas aku coba bisa🥲🥲",5,positif
MANTAP,5,positif
selalu memberi semangat pd saat jalan pagi,5,positif
terlalu banyak iklan mending make yt music lebih murah premium+ kalo gak pun iklan cuman 2 gak ampe semenit kikir kikir,1,negatif
jelek banget. bagus youtube music,2,negatif
topp,5,positif
"Orang gilaa kalo iklan kaga kira kira dulu ga bgini dah ,Pengen cepet naik gaji ini aplikasi iklannya banyak pisan",1,negatif
kasih pembayaran qr kocak udah gratisan banyak iklan jwmboat,1,negatif
banyak iklan,3,netral
aplikasinya bnar2 bagus...,5,positif
saya sangat suka musik dari Spotify trimakasih 🙏🙏,5,positif
"sampah banyak iklan batas milih lagu cuma sedikit, batas ganti lgu juga sama hadehhhh sampahhhh",1,negatif
aplikasi nya keren,5,positif
"Iklannya banyak banget, sumpah!!!",1,negatif
lagunya enak semua,5,positif
bagus,5,positif
semua lagu yang ku suka ada,5,positif
"bnyk iklan, kebelet umroh ni admin bisa GK sewajarnya iklan aja? minimal 1-2 iklan aja kocak lama lama ngelunjak lu admin, semua orng GK punya uang buat beli premium. gw cuman mau dengerin musik di hari berat gw malah diganggu iklan yg smpe 5, klo 1-2 gw wajar in karna gw GK beli premium",2,negatif
sangat bagussss,5,positif
"sengaja gw kasi bintang 5 biar kalian liat, saking kepengen kaya nya spotify sampe buat iklan 4 kali hanya buat satu lagu, itu pun masih maksa premium",5,positif
sangat menghibur saya,5,positif
bagus,5,positif
"worth it makasih udah nemenin,pas waktu sedih,senang,apapun itu.... makasih banget udah nyiptain Spotify",5,positif
mantul,5,positif
"Bagusss,Tapi banyak iklan...cape tiap mau ganti lagu harus dengerin 4 iklan...tolong iklan nya jangan banyak²",4,positif
BAGUSSSSSS,5,positif
Sangat bagus🤩🤩🤩🤩🤩,5,positif
bagus sekali walaupun ada iklan tapi tak apa²,5,positif
"gua pengguna Spotify udah lama makin kesini makin Kacau,,Gue bukan peserta premium tapi Gua pake Kuota,Gak gratisan itu beli pake duit dua lagu Iklan nya 4 baru buka app gabisa pilih lagu,Pantes pada Pindah Haluan",1,negatif
"secara keseluruhan sudah bagus, cuma iklan skrg sdh sampe 3-4x, itu pun kadang rentang 2-3 lagu. harga premium standart yang sebelum nya 59k skrg naik menjadi 79k, menurut saya harga segitu lumayan besar, jadi pendapat saya harga nya bisa di kembalikan seperti yang dulu.",2,negatif
"kikir bgt, milih lagu aja bayar, ngeskip lagu terbatas juga.",1,negatif
"spotify ini gratis jadi aku suka banget,semua lagu ada aku sering dengerin spotify, ayo juga download pasti suka dan jadi seneng juga, contohnya kyk aku",5,positif
kenapa sekarang milih lagu aj g bisa?,5,positif
good,5,positif
aku suka bgt..aku dengernya kalau sedang bosen atau sedang sedih.juga aku sering denger lagu tentang astronomi atau lagu galau gitu.gak nyesel dehh download ni aplikasinya,5,positif
bagus banget lagu lagu nya bagus dan enak di dengar tapi kalau bisa yang premium nya jangan kemahalan lah minimal di harga 60rb ke bawah lah,5,positif
"SATU DOMBA, DUA DOMBA, TIGA 🐶. KIKIRRR BETTTT IKLAN SAMPE 4 BIJI, LAGUNYA BARU KEPUTER 2",1,negatif
"aplikasi kikir , milih lagu aja ga bisa dikit² iklan mana 6 biji iklannya 1 lagu",1,negatif
kikir,1,negatif
ok,5,positif
"spotify kalo ga premium nyebelin, masa muterin lagu punk/lagu lagu yg bener bener kita ga tau.",2,negatif
mantap walaupun gk dapet sepuasnya,5,positif
asik banget denger nyaa,5,positif
good apk,5,positif
untuk sekarang makin lama spotify makin banyak iklan,2,negatif
aplikasi ini sangat bagus,5,positif
"Makin kikir aja nih, duitnya habis dipakai untuk bayar gaji pemain barcelona😂",1,negatif
gk bisa ngeskip di suruh premium dulu aplikasi baji ngan,1,negatif
"KIKIRRRR CUMA BOLEH MUTAR 6 LAGU PLS GW GPP DEH SAMA IKLAN NYA, TAPI MASA MAU MILIH LAGU HARUS PREMIUM SIH KIKIR BGT, PLS BISA MILIH LAGU SENDIRI GA BIKIN LO MISKIN!!!!",1,negatif
cocok kalo lagi main game,5,positif
kebanyakan iklan,4,positif
